LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q1_2,Q1_2_TEXT,Q2,Q4,Q5_1,Q5_2,State,County,Q29,Q7,Q8,Q8_10_TEXT,Q9,Q9_9_TEXT,Q31,Q10,Q28,Q13,Q14_1,Q15,Q15_14_TEXT,Q20,Q20_11_TEXT,Q22,Q27,Q30,Q21,Q26,Q16,Q17,Q18,Q19
32.72819519,-108.1379013,anonymous,EN,,New Mexico,Southwest New Mexico ACT (swnmACT),,,Waterworks Site Revitalization Project,"Southwest New Mexico Arts, Culture and Tourism (swnmACT), a nonprofit serving southwest NM, is gathering funds to construct an outdoor education/event Pavilion at the historic Waterworks Building site, on land owned by the Town of Silver City; and to develop a formal trail linking the Waterworks site to downtown Silver City.

As an envisioned Waystation for Continental Divide Trail hikers, the Waterworks project is dedicated to supporting entrepreneurial opportunities and fostering a strong recreational economy to grow and retain local businesses. Once renovated, the Waterworks building will include a museum and space for workforce training and developing entrepreneurship.

A public site for camping and event activities is currently in development at the Waterworks location, with amenities including composting toilets, solar showers, outdoor kitchen, and service businesses.

This project collaborates with Grant County communities and organizations to promote equitable access, connectivity, and development, maintaining trails and open space for public health, well-being, and economic vitality. The Waterworks site is the blueprint model for connecting the Five Points Initiative community cultural and historic sites linked by trails and green spaces.

The project will provide a vital outdoor education venue for local schools.  The proposed Silva Creek trail will continue to be developed, connecting the Waterworks site to area schools, local businesses and recreational services; providing equitable access and inviting youth and families to engage in healthy physical activity. Project marketing builds on the current surge in sales of outdoor recreational equipment and increased public interest in enjoying outdoor recreation activities. ",New Mexico,Grant County,Town of Silver City,Town of Silver City,"Developing recreational areas, trails, and waterways,Preserving historic battlefields and cultural sites,Safeguarding rivers, watershed, water supplies, and clean water,Preserving natural areas and wildlife habitat,Creating and improving state and local parks,Supporting local economies and jobs through increased outdoor recreation,Increasing park access in urban settings",,"National Park Service,State and Local Assistance Program",,Development,Other,This is a multi-designation project that does not fit into one category.  Camping/education/recreation/land&water conservation/trails/economic development/historic&cultural preservation. ,"$250,001 - $500,000",,"Backpacking/Hiking,Biking,Campground + Hospitality,Wildlife Watching",,"Rural,Urban,Low-income,Black Americans,Communities of color,LGBTQ,Immigrants,Tribal/Native American,Youth,Adults,Senior,Disabled",,New concept,Yes,,Yes,"Freeport McMoRan Inc.  $40,000
Town of Silver City - $16,000
American Institute of Architects, SDAT - $15,000
McClure Engineering, USDA REDI grant - $15,000
VIVA Connects, UNM Health Prevention: $4000
NM Outdoor Rec Division, Infrastructure Award - amount TBD","The Waterworks project is a destination attraction, providing logistical support and urban camping amenities  to both residents and visitors. For a CDT hiker, a Tour of the Gila participant, local family day users, school groups, or the casual destination visitors, this project reaches directly into our existing community; supporting the physical, mental, and social health of residents and their families.

The project provides accessible maps, in both print and on-line versions, for safe, free, fun, and significant outdoor experiences for all; as well as offering our youth focused, outdoor education opportunities to explore and learn about our history and culture.

Connection with this project and the trails, will foster habits of healthy exercise, physical enjoyment, wonder at the natural world, and brighter futures. Shared stories and love of the land are social and educational tools, re-connecting people, their history, and the landscape, celebrating our cultural heritage.   ","This project has and is receiving buy-in from across the board - from local municipalities, to state agencies, including receiving one of the ",,
37.75100708,-97.8219986,anonymous,EN,,New Mexico,Baahaali Chapter,,,Gloria Skeet,"Community Walking Trail within a 5-acre site.  The trail will include outdoor exercise equipment and identification of natural flora (trees, shrubs, plants, etc.) and how they were and still be used for medicinal purposes, for natural dyes in Navajo weaving and eatable plants.

 ",New Mexico,McKinley County,Navajo Nation,"New Mexico, US","Developing recreational areas, trails, and waterways,Other (please describe):",Exercise & Cultural Education,Other (please describe):,Navajo Nation,Planning,Trails Development/Renovation ,,"$0 - $250,000",,"Backpacking/Hiking,Wildlife Watching,Other (please describe):",Bird Watching,"Rural,Low-income,Tribal/Native American,Youth,Adults,Senior,Disabled",,New concept,Yes,,No,,The project will fit in with Health & Wellness along with cultural education and knowledge of plan identification related to medicinal purposes and other cultural knowledge i.e. plants used for wool dying and rug weaving and eatable plants.,"This project is a new idea for the community.  There has not been any public hearings related to the project but there has been a lot of buy-in from the elders at the Senior Center, parents and children from the local Head Start Center and the chapter house. (which serves as a community center in the area).","The Chapter officials, the Baahaali Senior Advisory Council and the local Community Land Use Planning Committee fully support the the walking trail.","Yes it does because the trail will be within the 5-acre compound where the Senior Center, Head Start Center and Chapter House are located."
31.77749634,-106.490303,anonymous,EN,,New Mexico,Insights New Mexico Science Center,,,DinoTracks Site Outdoor Education Site & Safe Shade Structure,"At the nexus of the Texas, New Mexico, and Mexico borders, Insights New Mexico Science Center owns 211 acres of land which is home to thousands of fossilized dinosaur footprints, hundreds of geology teaching sites, modern history artifacts, and millions of aquatic fossils.  Though the DinoTracks site is currently undeveloped, it holds immense educational and outdoor recreational potential as the future southern trailhead of the 500-mile state-long Rio Grande Trail and Western terminus of the 60-mile county-long Rio Grande Trail. During the past three years, Insights has worked with over 100 volunteers to improve educational access to the site.  As a result, we provide guided educational hiking tours for thousands annually. Guided tours of the DinoTracks site offer an approachable, fun, and educational introduction to outdoor recreation for tour guests who often have little experience hiking.
Unfortunately, visitors to the undeveloped site currently have no shade and Insights staff have no means of equipment storage on site. With 300 days per year of full desert sun, the lack of shade and water storage presents a serious safety concern for visiting families.  With your support, we will build a Safe Shade Outdoor Classroom to provide access to shade and educational programing about the dangers of UV radiation.  Access to this space provides tour guests, many of which are taking their first hike, with the information needed to protect their families from the desert sun.  Including a small sturdy storage area in the Safe Shade outdoor classroom structure will allow Insights to store trail maintenance tools, educational materials to provide interactive educational activities during tours, tables and chairs for events, extra water bottles, and a first aid kit onsite. Breaking ground for the Safe Shade structure will initiate an exciting period of development for long term outdoor recreation investment in this high need region of Southern Dona Ana county, NM.
",New Mexico,Doña Ana County,"Sunland Park, NM",New Mexico State Parks / Private nonprofit,"Developing recreational areas, trails, and waterways,Enhancing access to national parks, forests, wildlife refuges, and other public lands,Preserving historic battlefields and cultural sites,Safeguarding rivers, watershed, water supplies, and clean water,Preserving natural areas and wildlife habitat,Creating and improving state and local parks,Supporting local economies and jobs through increased outdoor recreation,Increasing park access in urban settings,Other (please describe):",Outdoor Education,Other (please describe):,Private land working with NM State Parks,Development,Infrastructure,,"$1,750,000+",,"Backpacking/Hiking,Biking,Campground + Hospitality,Wildlife Watching,Other (please describe):",Paleontology,"Rural,Urban,Low-income,Communities of color,Immigrants,Tribal/Native American,Youth,Adults,Senior,Disabled",,New concept,Yes,,Yes,"Concrete, design, and coordination have all been donated - the safe shade project is shovel ready.  A feasibility study for the larger visitor center on the site is being conducted now and will be complete by the end of 2020.","[1] Dona Ana County has a 37% rate of adult obesity. For many of our visitors, hiking the DinoTracks trails is their first experience hiking.
[2] In collaboration with the City of Sunland Park’s Community & Economic Development Department, we are working with a newly hired marketing team to include the DinoTracks site’s ecotourism offerings.
[3] As a science education organization with a long history of providing environmental education and leadership programs, Insights is committed to the protection of the natural and cultural resources of the site.  In our efforts to provide access to DinoTracks guided hikes, we are directly encouraging active outdoor recreation which help adults and youth develop stronger environmental attitudes and behaviors.
[4] Construction of the Safe Shade structure will serve as  the first infrastructure project at the southern trailhead for the Rio Grande Trail head and junction with the and the Paso del Norte Trail.
","The feasibility study for the site was funded by NM State Parks.  Site development is in coordination with the Rio Grande trail , City of Sunland Park, and multiple state representatives. ","The feasibility study for the site was funded by NM State Parks.  Site development is in coordination with the Rio Grande trail , City of Sunland Park, and multiple state representatives. ","By allowing Insights to increase visitation and program length at the DinoTracks site,  Safe Shade Structure will also provide a great opportunity to introduce first time hikers to other hiking opportunities in the region directly connected with spur trails to the Mt. Cristo Rey trail, Rio Grande Trails, and Paso del Norte trail networks.  Beyond providing shade and UV education to DinoTracks tour guests, the Safe Shade structure will also serve as the very first physical infrastructure constructed at the DinoTracks site and regional trail hub.  An initial ribbon cutting ceremony demonstrates the State of New Mexico’s long term commitment to foster outdoor recreation opportunities in one of the most remote regions of the state and will generate public enthusiasm for the construction of both Rio Grande and Paso del Norte regional trail networks.
Thanks to the support of State Senator Jeff Steinborn and State Representative Raymundo Lara, $50,000 in funding for a study to determine the feasibility constructing a visitor center at the DinoTracks site as the southern terminus of the Rio Grande Trail was included in the 2019 New Mexico state budget.  During the past year, a bid was awarded to the Sites Southwest company and the feasibility study was initiated in the summer of 2020.  The study is expected to be completed by the end of 2020.  Insights is working closely with Sites Southwest to ensure that our existing trail networks, educational resources, and 5-year plans for the site are incorporated into the study.  Though much public support and initial segment construction investments for the Rio Grande Trail have been made in Northern New Mexico, far fewer residents are aware of the recreational and economic value of this tail project.  Breaking ground with the safe shade structure initiates an exciting period of development for ecotourism and long term outdoor recreation investments in this largely high need region.
"
32.58470154,-106.7727966,anonymous,EN,,New Mexico,BLM,,,OMDP - San Augustine Pass,"Purchase approximately 600.0 acres within the Organ Mountains-Desert Peaks National Monument.  Parcel would provide public access to the northern portion of the Organ Mountains for hiking or dispersed, primitive camping.",New Mexico,Doña Ana County,"Near Organ, NM",BLM,"Developing recreational areas, trails, and waterways,Enhancing access to national parks, forests, wildlife refuges, and other public lands,Safeguarding rivers, watershed, water supplies, and clean water,Preserving natural areas and wildlife habitat,Supporting local economies and jobs through increased outdoor recreation,Increasing park access in urban settings",,Bureau of Land Management,,Acquisition,Acquisition,,Unknown,,"Backpacking/Hiking,Equestrian,Hunting,Wildlife Watching",,"Rural,Urban,Low-income,Black Americans,Communities of color,LGBTQ,Immigrants,Tribal/Native American,Youth,Adults,Senior",,New concept,No,No timeline established to date.,No,,,,,Improved access to the northern portion of the Organ Mountains.
32.58470154,-106.7727966,anonymous,EN,,New Mexico,BLM,,,Aguirre Spring Recreation Area loop road,"Acquire two private parcels along one-way loop road in the Aguirre Spring Recreation Area (ASRA) and within the Organ Mountains-Desert Peaks National Monument.  The loop road provides access to the ASRA Campground, and Baylor Canyon and Pine Tree trails; both trails are part of the Organ Mountain National Recreation Trail.",New Mexico,Doña Ana County,"East side of Organ Mountains, near Las Cruces, NM",BLM,"Developing recreational areas, trails, and waterways,Enhancing access to national parks, forests, wildlife refuges, and other public lands,Preserving natural areas and wildlife habitat,Supporting local economies and jobs through increased outdoor recreation,Increasing park access in urban settings",,Bureau of Land Management,,Acquisition,Acquisition,,Unknown,,"Backpacking/Hiking,Campground + Hospitality,Equestrian,Motorized Use,Wildlife Watching",,"Rural,Urban,Low-income,Black Americans,Communities of color,LGBTQ,Immigrants,Tribal/Native American,Youth,Adults,Senior,Disabled",,New concept,No,No timeline to date.  Still need to obtain willing land seller letter.,No,,,,,Acquisition would provide ensured public access to National Recreation trails and campground.
32.3730011,-109.8630981,anonymous,EN,,New Mexico,The Village of Columbus,,,Slice & Dice Miniature Golf,"It would be wonderful to bring more attention to our Main Street in town, to bring families and community together, especially grandparents and grandkids. We would propose a themed miniature golf course with video games, a burger bar and perhaps batting cages right in the heart of The Village. The opportunity to bring people together. We're certain that children can often dictate the ""what do you want to do today,"" question. We believe would not only give the community a place to laugh and enjoy, but also the desire for folks to open businesses and give The Villagers & tourists a place to spend an afternoon.   ",New Mexico,Luna County,Downtown Columbus 88029,,"Creating and improving state and local parks,Supporting local economies and jobs through increased outdoor recreation,Increasing park access in urban settings,Other (please describe):",A place for families & community,Unknown,,Development,Golf Courses,,"$500,001 - $750,000",,,,"Rural,Low-income,Youth,Adults,Senior",,New concept,Yes,,No,,"I brought this idea to our mayor and suggested I submit it. I am not an official recreation creator, but I have a vision seeing people coming to together.

",,"Mayor, Trustees, local business owners & community.","Our downtown village is not a destination spot where anyone spends time, because there's not many reason too. I could see this as a start to make the Village that destination."
37.66239929,-97.31559753,anonymous,EN,,New Mexico,"New Mexico Council of Outfitters and Guides, Inc",,,KERRIE ROMERO,Gila National Forest Trail Maintenance,New Mexico,Catron County,Gila National Forest,US Forest Service,"Developing recreational areas, trails, and waterways,Enhancing access to national parks, forests, wildlife refuges, and other public lands,Preserving natural areas and wildlife habitat,Supporting local economies and jobs through increased outdoor recreation,Other (please describe):",Increase public access,U.S. Forest Service,,Development,Trails Development/Renovation ,,"$1,750,000+",2000000,"Backpacking/Hiking,Campground + Hospitality,Equestrian,Fishing,Hunting,Wildlife Watching",,"Rural,Urban,Low-income,Black Americans,Communities of color,LGBTQ,Immigrants,Tribal/Native American,Youth,Adults,Senior,Disabled,Other",Everyone benefits from wilderness,Application has been submitted,Yes,,Yes,The outfitting industry has been maintaining wilderness trails for years with little to no reimbursement opportunities. We can supply a workforce and the livestock necessary to accomplish the projects. ,Trail maintenance is integral to public access into the wilderness. Trails facilitate recreation. ,Everyone has been asking the FS for years to step up their trail maintenance in the Gila National Forest. Over and over we are told the FS simply does not have the money to accomplish what needs to be accomplished. ,Everyone is in favor of trail maintenance. All we need is funding. ,Yes. Clearing and restoring the trails in the wilderness will create access opportunities that have not been utilized in decades.
35.06840515,-108.8336029,anonymous,EN,,New Mexico,Zuni Fish & WIldlife,,,Water Development and Habitat Improvement,"Zuni, NM has Dry and arid conditions that once had an abundance of rivers, streams, and natural springs that provided water to wildlife, livestock, lakes, and natural drinking water to the Zuni community. Today, there are only a few springs that give off water but the amount of water being put out is little. The Zuni reservation no longer has a running river, almost all the lakes are dry and depressing. Our goal here at the Fish & Wildlife department is to develope water resources available to fish and wildlife big, medium, and small with no discrimination. With the hopes of these water developments we wish to increase the water table to the region or area that is being improved which will then help with improving the surrounding habitat to recruit better flora and fauna to the region or area. Some of the lakes we have on the reservation are spring fed so making improvements as far as feeding the lakes with water year round to keep from drying and stocked with fish is the ultimate goal for recreational fishing. These are just some of the few projects for the most part and something we personally feel that is going to help our program rise to a quality and respectable program from the recreational fishing to the hunting and wildlife side of this department.   ",New Mexico,McKinley County,Zuni Pueblo,Zuni government? Unsure at the moment but that would be my best guess,"Developing recreational areas, trails, and waterways,Safeguarding rivers, watershed, water supplies, and clean water,Conserving working forests, farms, and ranches,Preserving natural areas and wildlife habitat",,"Fish & Wildlife Service,Other (please describe):",Zuni Fish & Wildlife,Combination (Acquisition and Development),Other,recreational fishing and hunting access and habitat restoration,"$750,0001 - $1,000,000",,"Backpacking/Hiking,Fishing,Hunting,Wildlife Watching",,"Rural,Tribal/Native American,Youth,Adults,Senior,Disabled",,New concept,Unknown,,Unknown,,No type of planning has occured,No local or state agencies have committed to the project.,Local support from the community and tribal government is always supportive of projects,"Maybe? Possibly soon after accurate hunting lands, habitat and water developments have been completed."
37.46380615,-77.39800262,anonymous,EN,,Virginia,Virginia Department of Wildlife Resources,,,,  This project would dedicate funding to lease stream reaches located on private lands to essentially place conservation easements on riparian lands and also allow public access to these stream reaches for fishing and wildlife watching.  This would be a statewide program that would be administered by the Virginia Department of Wildlife Resources.  ,Virginia,,Statewide program,Virginia Department of Wildlife Resources,"Developing recreational areas, trails, and waterways,Safeguarding rivers, watershed, water supplies, and clean water,Conserving working forests, farms, and ranches,Preserving natural areas and wildlife habitat,Supporting local economies and jobs through increased outdoor recreation,Increasing park access in urban settings,Other (please describe):",Providing fishing access to wadable streams,Unknown,,Combination (Acquisition and Development),Fishing/Boardwalk,,Unknown,,"Fishing,Wildlife Watching",,"Rural,Urban,Low-income,Black Americans,Communities of color,LGBTQ,Immigrants,Tribal/Native American,Youth,Adults,Senior",,New concept,No, Unknown,Unknown,,,,,  The projects goal would be to provide fishing and wildlife watching opportunity to wadable streams on private lands in areas where public access to these resouces may be limited.
26.69090271,-81.94830322,anonymous,EN,,Wisconsin,Future Angler Foundation Inc.,,,"Getting Families Fishing-National Outreach Program, U.S. Coast Guard Boating Safety Program, Future Angler Foundation Support for In-Person Grassroots Educational Events","Future Angler Foundation Background

The Future Angler Foundation (FAF) is an incorporated 501(c)(3) non-profit organization formed in April of 2012 by a small group of anglers dedicated to help grow the sport of fishing through education and outreach.

The FAF works to “Create New Anglers” by working with individuals and organizations throughout the United States to expose potential new anglers of all ages to the sport of fishing and educate them on how to catch fish and protect the resource.  The educational component of what the FAF does is critical to the future of the sport because equipment alone will not catch fish, each angler must have the knowledge needed to use the equipment effectively.  Additionally, with the introduction of Aquatic Invasive Species (AIS) in the U.S, anglers must know the part they must play in slowing the spread of AIS if we are to protect our lakes and streams for future generations.  As such, the FAF partners with state and federal agencies and other conservation oriented non-profits to assist in educating anglers on how to become successful anglers and on the steps they need to take as stewards of the water to slow the spread of AIS.

The FAF utilizes angler education and outreach to help reverse the attrition that is currently taking place in the sportfishing, and support industry R3 efforts.  We are able to do so through the use of networking and hands on grassroots approach that has proven to be extremely effective.  It is our opinion that participation in outdoor activities like fishing are at the core of the American way of life and essential to the future of our nation as we know it.

Specifically the FAF works to:
•	Support events that volunteers host by providing written material, fishing equipment and items that will support an increase in participation in the sport.
•	Create an infrastructure to support accomplished angler volunteers to educate anglers of all experience levels at venues like National Parks, National Forests, State Parks, State Forests, and Federal/State Wildlife areas and angling events.
•	Develop programs to bring angling into the schools as part of a school curriculum.  FAF volunteers donate time to train the teachers and FAF can assist in the funding of the equipment needed for these programs.
•	The FAF with financial support provided through a U.S. Fish and Wildlife Service grant administered by the Association of Fish and Wildlife Agencies has contracted the Emmy award winning “Into the Outdoors” television network to create a video series and corresponding educational curriculum targeted at grade school and middle school age students to teach them about angling.  This series is currently being produced and will be introduced in 2019. Upon completion is will be available through their “free source” network at the following link: Getting Families Fishing or for classroom curriculum  www.kidsfishing.us
•	Provide individuals and organizations funding and equipment to support programs those individuals and organizations are currently using to grow participation in the sport.
•	FAF hosts a website designed to expose the work FAF supported volunteers are doing to educate anglers of all ages.  Additionally the site shares the passion our Members have for the sport through video and images of our Members participating in the events we are funding.
•	Works with the fishing industry in a manner that will garner support for the FAF’s mission to educate anglers of all ages and is active in support of AREA.

The Future Angler Foundation is an all-volunteer organization, currently having no paid employees. Funding is provided by partner contributions, donations from the general public, donations from businesses, grants from government agencies and grants from other nonprofit organizations.

The FAF has no investments or real-estate assets. The FAF activities are summarized below, with estimated percentages of resource (cost and volunteers’ time) allocation:

•	35% Equipment/support materials given to attendees by volunteers at  educational events
•	45% Production costs for “Getting Families Fishing” Video Series/Curriculum
•	15%   Grant Administration, communication, accounting, record keeping, and Futureangler.org web site(webmaster functions, content creation, social media)
•	5% Travel expense to attend angling related educational conferences and trade shows

The FAF is managed by its board of directors who are opinion leaders in areas such as AIS prevention, industry advocacy, angler education and sales/marketing experts. The board includes: Patrick Neu-FAF President & NPAA Executive Director and past industry sales/marketing professional; Kevin VanDam, professional bass anglings most recognized angler and accomplished tackle/marine industry businessman;  past president of the National Marine Manufacturers Assoc., Thom Dammrich who has also served on numerous boating/fishing industry association board of directors;  Sam Calabro, avid angler/past sales/marketing executive at Union Pacific Railroad who is acting as the FAF’s Vice President-Industry Relations; retired U.S. Forest Service Aquatic Biologist Dr. Robert (Nick) Schmal, acting as FAF Governmental Partnership Liaison; Dr. Phil Moy a former U.W. Sea Grant Director and active aquatic biologist;  industry association manager; Robert Blosser, pro angler/opinion leader and successful business person. Day to day management is undertaken on a volunteer basis by FAF President, Patrick Neu and a recently hired independent contractor, Ashley Garland owner of Garland Management LLC, who will administer grant support and execution.

Our passion for the sport and our desire to share angling as a life changing activity with future anglers through education and outreach is the driving force behind the formation of this foundation. We truly believe that by exposing non-anglers to sportfishing and at the same time reactivating anglers who have not participated in the sport recently, we can solidify a place for sportfishing in our American culture for generations to come. We hope that you will join us in our mission to grow the sport of fishing through education and outreach by donating to the Future Angler Foundation today!
",,,,"U.S. Forest Service, U.S. Fish & Wildlife Service, U.S. Coast Guard","Enhancing access to national parks, forests, wildlife refuges, and other public lands,Safeguarding rivers, watershed, water supplies, and clean water,Preserving natural areas and wildlife habitat,Supporting local economies and jobs through increased outdoor recreation,Other (please describe):",Boating Safety,"Fish & Wildlife Service,U.S. Forest Service",,,Other,"Creation of new Anglers through digital, video, and in person angling education, including water safety education. ","$750,0001 - $1,000,000",750000,"Boating,Fishing,Sailing/Motorboating",,"Rural,Urban,Low-income,Black Americans,Communities of color,Tribal/Native American,Youth,Adults,Senior",,New concept,Yes,,No,,,"Support for current projects from MI, Wisconsin DNR.",,Project is being distributed via Public Television networks to a new viewing audience.
